sous_dossier,fichier,k_value,taille_matrice,nan_avant,nan_après
8,matrix_edge_364_325000.csv,8,143×225,10458,147
8,matrix_edge_364_325000.csv,9,143×225,10458,186
8,matrix_edge_364_325000.csv,10,143×225,10458,110
8,matrix_edge_364_325000.csv,11,143×225,10458,137
8,matrix_edge_364_325000.csv,12,143×225,10458,170
8,matrix_edge_364_325000.csv,13,143×225,10458,194
8,matrix_edge_364_325000.csv,14,143×225,10458,141
8,matrix_edge_364_325000.csv,15,143×225,10458,172
8,matrix_edge_364_325000.csv,16,143×225,10458,193
8,matrix_edge_364_325000.csv,17,143×225,10458,150
8,matrix_edge_364_325000.csv,18,143×225,10458,173
8,matrix_edge_364_325000.csv,19,143×225,10458,194
8,matrix_edge_364_325000.csv,20,143×225,10458,160
8,matrix_edge_364_325000.csv,21,143×225,10458,176
8,matrix_edge_364_325000.csv,22,143×225,10458,191
8,matrix_edge_364_325000.csv,23,143×225,10458,209
8,matrix_edge_364_325000.csv,24,143×225,10458,186
8,matrix_edge_364_325000.csv,25,143×225,10458,218
8,matrix_edge_206_175000.csv,5,351×182,21149,568
8,matrix_edge_206_175000.csv,6,351×182,21149,767
8,matrix_edge_206_175000.csv,7,351×182,21149,334
8,matrix_edge_206_175000.csv,8,351×182,21149,446
8,matrix_edge_206_175000.csv,9,351×182,21149,536
8,matrix_edge_206_175000.csv,10,351×182,21149,350
8,matrix_edge_206_175000.csv,11,351×182,21149,413
8,matrix_edge_206_175000.csv,12,351×182,21149,483
8,matrix_edge_206_175000.csv,13,351×182,21149,546
8,matrix_edge_206_175000.csv,14,351×182,21149,417
8,matrix_edge_206_175000.csv,15,351×182,21149,474
8,matrix_edge_206_175000.csv,16,351×182,21149,518
8,matrix_edge_206_175000.csv,17,351×182,21149,426
8,matrix_edge_206_175000.csv,18,351×182,21149,474
8,matrix_edge_206_175000.csv,19,351×182,21149,519
8,matrix_edge_206_175000.csv,20,351×182,21149,449
8,matrix_edge_206_175000.csv,21,351×182,21149,494
8,matrix_edge_206_175000.csv,22,351×182,21149,522
8,matrix_edge_206_175000.csv,23,351×182,21149,553
8,matrix_edge_206_175000.csv,24,351×182,21149,498
8,matrix_edge_206_175000.csv,25,351×182,21149,534
8,matrix_edge_27_115000.csv,5,382×206,25196,260
8,matrix_edge_27_115000.csv,6,382×206,25196,373
8,matrix_edge_27_115000.csv,7,382×206,25196,76
8,matrix_edge_27_115000.csv,8,382×206,25196,110
8,matrix_edge_27_115000.csv,9,382×206,25196,156
8,matrix_edge_27_115000.csv,10,382×206,25196,57
8,matrix_edge_27_115000.csv,11,382×206,25196,78
8,matrix_edge_27_115000.csv,12,382×206,25196,94
8,matrix_edge_27_115000.csv,13,382×206,25196,119
8,matrix_edge_27_115000.csv,14,382×206,25196,58
8,matrix_edge_27_115000.csv,15,382×206,25196,75
8,matrix_edge_27_115000.csv,16,382×206,25196,92
8,matrix_edge_27_115000.csv,17,382×206,25196,60
8,matrix_edge_27_115000.csv,18,382×206,25196,68
8,matrix_edge_27_115000.csv,19,382×206,25196,82
8,matrix_edge_27_115000.csv,20,382×206,25196,61
8,matrix_edge_27_115000.csv,21,382×206,25196,90
8,matrix_edge_27_115000.csv,22,382×206,25196,106
8,matrix_edge_27_115000.csv,23,382×206,25196,169
8,matrix_edge_27_115000.csv,24,382×206,25196,135
8,matrix_edge_27_115000.csv,25,382×206,25196,208
8,matrix_edge_118_70000.csv,5,129×139,5880,87
8,matrix_edge_118_70000.csv,6,129×139,5880,120
8,matrix_edge_118_70000.csv,7,129×139,5880,30
8,matrix_edge_118_70000.csv,8,129×139,5880,51
8,matrix_edge_118_70000.csv,9,129×139,5880,66
8,matrix_edge_118_70000.csv,10,129×139,5880,31
8,matrix_edge_118_70000.csv,11,129×139,5880,38
8,matrix_edge_118_70000.csv,12,129×139,5880,46
8,matrix_edge_118_70000.csv,13,129×139,5880,51
8,matrix_edge_118_70000.csv,14,129×139,5880,35
8,matrix_edge_118_70000.csv,15,129×139,5880,43
8,matrix_edge_118_70000.csv,16,129×139,5880,46
8,matrix_edge_118_70000.csv,17,129×139,5880,31
8,matrix_edge_118_70000.csv,18,129×139,5880,35
8,matrix_edge_118_70000.csv,19,129×139,5880,39
8,matrix_edge_118_70000.csv,20,129×139,5880,27
8,matrix_edge_118_70000.csv,21,129×139,5880,31
8,matrix_edge_118_70000.csv,22,129×139,5880,45
8,matrix_edge_118_70000.csv,23,129×139,5880,67
8,matrix_edge_118_70000.csv,24,129×139,5880,59
8,matrix_edge_118_70000.csv,25,129×139,5880,126
8,matrix_edge_69_210000.csv,5,99×149,4848,75
8,matrix_edge_69_210000.csv,6,99×149,4848,113
8,matrix_edge_69_210000.csv,7,99×149,4848,25
8,matrix_edge_69_210000.csv,8,99×149,4848,33
8,matrix_edge_69_210000.csv,9,99×149,4848,37
8,matrix_edge_69_210000.csv,10,99×149,4848,14
8,matrix_edge_69_210000.csv,11,99×149,4848,18
8,matrix_edge_69_210000.csv,12,99×149,4848,26
8,matrix_edge_69_210000.csv,13,99×149,4848,32
8,matrix_edge_69_210000.csv,14,99×149,4848,24
8,matrix_edge_69_210000.csv,15,99×149,4848,30
8,matrix_edge_69_210000.csv,16,99×149,4848,38
8,matrix_edge_69_210000.csv,17,99×149,4848,30
8,matrix_edge_69_210000.csv,18,99×149,4848,47
8,matrix_edge_69_210000.csv,19,99×149,4848,56
8,matrix_edge_69_210000.csv,20,99×149,4848,40
8,matrix_edge_69_210000.csv,21,99×149,4848,84
8,matrix_edge_69_210000.csv,22,99×149,4848,140
8,matrix_edge_69_210000.csv,23,99×149,4848,164
8,matrix_edge_69_210000.csv,24,99×149,4848,150
8,matrix_edge_69_210000.csv,25,99×149,4848,195
8,matrix_edge_118_0.csv,5,182×176,10096,161
8,matrix_edge_118_0.csv,6,182×176,10096,219
8,matrix_edge_118_0.csv,7,182×176,10096,50
8,matrix_edge_118_0.csv,8,182×176,10096,64
8,matrix_edge_118_0.csv,9,182×176,10096,89
8,matrix_edge_118_0.csv,10,182×176,10096,33
8,matrix_edge_118_0.csv,11,182×176,10096,51
8,matrix_edge_118_0.csv,12,182×176,10096,64
8,matrix_edge_118_0.csv,13,182×176,10096,82
8,matrix_edge_118_0.csv,14,182×176,10096,47
8,matrix_edge_118_0.csv,15,182×176,10096,56
8,matrix_edge_118_0.csv,16,182×176,10096,68
8,matrix_edge_118_0.csv,17,182×176,10096,33
8,matrix_edge_118_0.csv,18,182×176,10096,45
8,matrix_edge_118_0.csv,19,182×176,10096,50
8,matrix_edge_118_0.csv,20,182×176,10096,24
8,matrix_edge_118_0.csv,21,182×176,10096,36
8,matrix_edge_118_0.csv,22,182×176,10096,50
8,matrix_edge_118_0.csv,23,182×176,10096,75
8,matrix_edge_118_0.csv,24,182×176,10096,64
8,matrix_edge_118_0.csv,25,182×176,10096,133
8,matrix_edge_141_80000.csv,5,27×345,2861,71
8,matrix_edge_141_80000.csv,6,27×345,2861,92
8,matrix_edge_141_80000.csv,7,27×345,2861,40
8,matrix_edge_141_80000.csv,8,27×345,2861,57
8,matrix_edge_141_80000.csv,9,27×345,2861,66
8,matrix_edge_141_80000.csv,10,27×345,2861,26
8,matrix_edge_141_80000.csv,11,27×345,2861,34
8,matrix_edge_141_80000.csv,12,27×345,2861,41
8,matrix_edge_141_80000.csv,13,27×345,2861,47
8,matrix_edge_141_80000.csv,14,27×345,2861,33
8,matrix_edge_141_80000.csv,15,27×345,2861,36
8,matrix_edge_141_80000.csv,16,27×345,2861,45
8,matrix_edge_141_80000.csv,17,27×345,2861,27
8,matrix_edge_141_80000.csv,18,27×345,2861,36
8,matrix_edge_141_80000.csv,19,27×345,2861,43
8,matrix_edge_141_80000.csv,20,27×345,2861,43
8,matrix_edge_141_80000.csv,21,27×345,2861,43
8,matrix_edge_141_80000.csv,22,27×345,2861,43
8,matrix_edge_141_80000.csv,23,27×345,2861,43
8,matrix_edge_141_80000.csv,24,27×345,2861,43
8,matrix_edge_141_80000.csv,25,27×345,2861,43
8,matrix_edge_385_20000.csv,5,327×367,38923,554
8,matrix_edge_385_20000.csv,6,327×367,38923,760
8,matrix_edge_385_20000.csv,7,327×367,38923,251
8,matrix_edge_385_20000.csv,8,327×367,38923,366
8,matrix_edge_385_20000.csv,9,327×367,38923,502
8,matrix_edge_385_20000.csv,10,327×367,38923,201
8,matrix_edge_385_20000.csv,11,327×367,38923,295
8,matrix_edge_385_20000.csv,12,327×367,38923,410
8,matrix_edge_385_20000.csv,13,327×367,38923,510
8,matrix_edge_385_20000.csv,14,327×367,38923,317
8,matrix_edge_385_20000.csv,15,327×367,38923,371
8,matrix_edge_385_20000.csv,16,327×367,38923,429
8,matrix_edge_385_20000.csv,17,327×367,38923,300
8,matrix_edge_385_20000.csv,18,327×367,38923,351
8,matrix_edge_385_20000.csv,19,327×367,38923,477
8,matrix_edge_385_20000.csv,20,327×367,38923,393
8,matrix_edge_385_20000.csv,21,327×367,38923,513
8,matrix_edge_385_20000.csv,22,327×367,38923,665
8,matrix_edge_385_20000.csv,23,327×367,38923,939
8,matrix_edge_385_20000.csv,24,327×367,38923,841
8,matrix_edge_385_20000.csv,25,327×367,38923,1206
8,matrix_edge_343_95000.csv,5,37×287,3127,26
8,matrix_edge_343_95000.csv,6,37×287,3127,36
8,matrix_edge_343_95000.csv,7,37×287,3127,1
8,matrix_edge_343_95000.csv,8,37×287,3127,2
8,matrix_edge_343_95000.csv,9,37×287,3127,2
8,matrix_edge_343_95000.csv,10,37×287,3127,0
8,matrix_edge_343_95000.csv,11,37×287,3127,0
8,matrix_edge_343_95000.csv,12,37×287,3127,0
8,matrix_edge_343_95000.csv,13,37×287,3127,0
8,matrix_edge_343_95000.csv,14,37×287,3127,0
8,matrix_edge_343_95000.csv,15,37×287,3127,0
8,matrix_edge_343_95000.csv,16,37×287,3127,0
8,matrix_edge_343_95000.csv,17,37×287,3127,0
8,matrix_edge_343_95000.csv,18,37×287,3127,0
8,matrix_edge_343_95000.csv,19,37×287,3127,0
8,matrix_edge_343_95000.csv,20,37×287,3127,0
8,matrix_edge_343_95000.csv,21,37×287,3127,0
8,matrix_edge_343_95000.csv,22,37×287,3127,0
8,matrix_edge_343_95000.csv,23,37×287,3127,0
8,matrix_edge_343_95000.csv,24,37×287,3127,0
8,matrix_edge_343_95000.csv,25,37×287,3127,0
8,matrix_edge_364_45000.csv,5,144×365,16881,268
8,matrix_edge_364_45000.csv,6,144×365,16881,418
8,matrix_edge_364_45000.csv,7,144×365,16881,191
8,matrix_edge_364_45000.csv,8,144×365,16881,306
8,matrix_edge_364_45000.csv,9,144×365,16881,443
8,matrix_edge_364_45000.csv,10,144×365,16881,299
8,matrix_edge_364_45000.csv,11,144×365,16881,470
8,matrix_edge_364_45000.csv,12,144×365,16881,654
8,matrix_edge_364_45000.csv,13,144×365,16881,826
8,matrix_edge_364_45000.csv,14,144×365,16881,693
8,matrix_edge_364_45000.csv,15,144×365,16881,811
8,matrix_edge_364_45000.csv,16,144×365,16881,999
8,matrix_edge_364_45000.csv,17,144×365,16881,847
8,matrix_edge_364_45000.csv,18,144×365,16881,994
8,matrix_edge_364_45000.csv,19,144×365,16881,1123
8,matrix_edge_364_45000.csv,20,144×365,16881,916
8,matrix_edge_364_45000.csv,21,144×365,16881,1062
8,matrix_edge_364_45000.csv,22,144×365,16881,1194
8,matrix_edge_364_45000.csv,23,144×365,16881,1359
8,matrix_edge_364_45000.csv,24,144×365,16881,1145
8,matrix_edge_364_45000.csv,25,144×365,16881,1298
8,matrix_edge_330_105000.csv,5,45×252,3617,20
8,matrix_edge_330_105000.csv,6,45×252,3617,31
8,matrix_edge_330_105000.csv,7,45×252,3617,1
8,matrix_edge_330_105000.csv,8,45×252,3617,1
8,matrix_edge_330_105000.csv,9,45×252,3617,4
8,matrix_edge_330_105000.csv,10,45×252,3617,1
8,matrix_edge_330_105000.csv,11,45×252,3617,1
8,matrix_edge_330_105000.csv,12,45×252,3617,3
8,matrix_edge_330_105000.csv,13,45×252,3617,4
8,matrix_edge_330_105000.csv,14,45×252,3617,0
8,matrix_edge_330_105000.csv,15,45×252,3617,0
8,matrix_edge_330_105000.csv,16,45×252,3617,0
8,matrix_edge_330_105000.csv,17,45×252,3617,0
8,matrix_edge_330_105000.csv,18,45×252,3617,0
8,matrix_edge_330_105000.csv,19,45×252,3617,0
8,matrix_edge_330_105000.csv,20,45×252,3617,0
8,matrix_edge_330_105000.csv,21,45×252,3617,0
8,matrix_edge_330_105000.csv,22,45×252,3617,0
8,matrix_edge_330_105000.csv,23,45×252,3617,0
8,matrix_edge_330_105000.csv,24,45×252,3617,0
8,matrix_edge_330_105000.csv,25,45×252,3617,0
8,matrix_edge_15_25000.csv,5,36×341,3571,14
8,matrix_edge_15_25000.csv,6,36×341,3571,28
8,matrix_edge_15_25000.csv,7,36×341,3571,0
8,matrix_edge_15_25000.csv,8,36×341,3571,0
8,matrix_edge_15_25000.csv,9,36×341,3571,0
8,matrix_edge_15_25000.csv,10,36×341,3571,0
8,matrix_edge_15_25000.csv,11,36×341,3571,0
8,matrix_edge_15_25000.csv,12,36×341,3571,0
8,matrix_edge_15_25000.csv,13,36×341,3571,0
8,matrix_edge_15_25000.csv,14,36×341,3571,0
8,matrix_edge_15_25000.csv,15,36×341,3571,0
8,matrix_edge_15_25000.csv,16,36×341,3571,0
8,matrix_edge_15_25000.csv,17,36×341,3571,0
8,matrix_edge_15_25000.csv,18,36×341,3571,0
8,matrix_edge_15_25000.csv,19,36×341,3571,0
8,matrix_edge_15_25000.csv,20,36×341,3571,0
8,matrix_edge_15_25000.csv,21,36×341,3571,0
8,matrix_edge_15_25000.csv,22,36×341,3571,0
8,matrix_edge_15_25000.csv,23,36×341,3571,0
8,matrix_edge_15_25000.csv,24,36×341,3571,0
8,matrix_edge_15_25000.csv,25,36×341,3571,0
8,matrix_edge_174_100000.csv,5,277×280,25625,1001
8,matrix_edge_174_100000.csv,6,277×280,25625,1357
8,matrix_edge_174_100000.csv,7,277×280,25625,589
8,matrix_edge_174_100000.csv,8,277×280,25625,779
8,matrix_edge_174_100000.csv,9,277×280,25625,995
8,matrix_edge_174_100000.csv,10,277×280,25625,577
8,matrix_edge_174_100000.csv,11,277×280,25625,728
8,matrix_edge_174_100000.csv,12,277×280,25625,868
8,matrix_edge_174_100000.csv,13,277×280,25625,1013
8,matrix_edge_174_100000.csv,14,277×280,25625,678
8,matrix_edge_174_100000.csv,15,277×280,25625,815
8,matrix_edge_174_100000.csv,16,277×280,25625,934
8,matrix_edge_174_100000.csv,17,277×280,25625,709
8,matrix_edge_174_100000.csv,18,277×280,25625,846
8,matrix_edge_174_100000.csv,19,277×280,25625,966
8,matrix_edge_174_100000.csv,20,277×280,25625,761
8,matrix_edge_174_100000.csv,21,277×280,25625,898
8,matrix_edge_174_100000.csv,22,277×280,25625,1110
8,matrix_edge_174_100000.csv,23,277×280,25625,1305
8,matrix_edge_174_100000.csv,24,277×280,25625,1122
8,matrix_edge_174_100000.csv,25,277×280,25625,1320
8,matrix_edge_174_165000.csv,5,344×122,13978,229
8,matrix_edge_174_165000.csv,6,344×122,13978,318
8,matrix_edge_174_165000.csv,7,344×122,13978,68
8,matrix_edge_174_165000.csv,8,344×122,13978,96
8,matrix_edge_174_165000.csv,9,344×122,13978,138
8,matrix_edge_174_165000.csv,10,344×122,13978,58
8,matrix_edge_174_165000.csv,11,344×122,13978,73
8,matrix_edge_174_165000.csv,12,344×122,13978,102
8,matrix_edge_174_165000.csv,13,344×122,13978,125
8,matrix_edge_174_165000.csv,14,344×122,13978,76
8,matrix_edge_174_165000.csv,15,344×122,13978,89
8,matrix_edge_174_165000.csv,16,344×122,13978,115
8,matrix_edge_174_165000.csv,17,344×122,13978,83
8,matrix_edge_174_165000.csv,18,344×122,13978,98
8,matrix_edge_174_165000.csv,19,344×122,13978,113
8,matrix_edge_174_165000.csv,20,344×122,13978,91
8,matrix_edge_174_165000.csv,21,344×122,13978,101
8,matrix_edge_174_165000.csv,22,344×122,13978,132
8,matrix_edge_174_165000.csv,23,344×122,13978,200
8,matrix_edge_174_165000.csv,24,344×122,13978,178
8,matrix_edge_174_165000.csv,25,344×122,13978,200
8,matrix_edge_247_115000.csv,5,377×207,26281,386
8,matrix_edge_247_115000.csv,6,377×207,26281,538
8,matrix_edge_247_115000.csv,7,377×207,26281,144
8,matrix_edge_247_115000.csv,8,377×207,26281,207
8,matrix_edge_247_115000.csv,9,377×207,26281,255
8,matrix_edge_247_115000.csv,10,377×207,26281,105
8,matrix_edge_247_115000.csv,11,377×207,26281,135
8,matrix_edge_247_115000.csv,12,377×207,26281,171
8,matrix_edge_247_115000.csv,13,377×207,26281,205
8,matrix_edge_247_115000.csv,14,377×207,26281,120
8,matrix_edge_247_115000.csv,15,377×207,26281,131
8,matrix_edge_247_115000.csv,16,377×207,26281,162
8,matrix_edge_247_115000.csv,17,377×207,26281,106
8,matrix_edge_247_115000.csv,18,377×207,26281,125
8,matrix_edge_247_115000.csv,19,377×207,26281,145
8,matrix_edge_247_115000.csv,20,377×207,26281,118
8,matrix_edge_247_115000.csv,21,377×207,26281,197
8,matrix_edge_247_115000.csv,22,377×207,26281,260
8,matrix_edge_247_115000.csv,23,377×207,26281,353
8,matrix_edge_247_115000.csv,24,377×207,26281,337
8,matrix_edge_247_115000.csv,25,377×207,26281,437
8,matrix_edge_27_360000.csv,5,336×173,18744,402
8,matrix_edge_27_360000.csv,6,336×173,18744,543
8,matrix_edge_27_360000.csv,7,336×173,18744,170
8,matrix_edge_27_360000.csv,8,336×173,18744,238
8,matrix_edge_27_360000.csv,9,336×173,18744,317
8,matrix_edge_27_360000.csv,10,336×173,18744,142
8,matrix_edge_27_360000.csv,11,336×173,18744,203
8,matrix_edge_27_360000.csv,12,336×173,18744,249
8,matrix_edge_27_360000.csv,13,336×173,18744,290
8,matrix_edge_27_360000.csv,14,336×173,18744,172
8,matrix_edge_27_360000.csv,15,336×173,18744,208
8,matrix_edge_27_360000.csv,16,336×173,18744,237
8,matrix_edge_27_360000.csv,17,336×173,18744,158
8,matrix_edge_27_360000.csv,18,336×173,18744,182
8,matrix_edge_27_360000.csv,19,336×173,18744,211
8,matrix_edge_27_360000.csv,20,336×173,18744,171
8,matrix_edge_27_360000.csv,21,336×173,18744,186
8,matrix_edge_27_360000.csv,22,336×173,18744,210
8,matrix_edge_27_360000.csv,23,336×173,18744,235
8,matrix_edge_27_360000.csv,24,336×173,18744,194
8,matrix_edge_27_360000.csv,25,336×173,18744,217
8,matrix_edge_247_135000.csv,5,192×179,12240,607
8,matrix_edge_247_135000.csv,6,192×179,12240,786
8,matrix_edge_247_135000.csv,7,192×179,12240,357
8,matrix_edge_247_135000.csv,8,192×179,12240,495
8,matrix_edge_247_135000.csv,9,192×179,12240,590
8,matrix_edge_247_135000.csv,10,192×179,12240,342
8,matrix_edge_247_135000.csv,11,192×179,12240,394
8,matrix_edge_247_135000.csv,12,192×179,12240,455
8,matrix_edge_247_135000.csv,13,192×179,12240,504
8,matrix_edge_247_135000.csv,14,192×179,12240,324
8,matrix_edge_247_135000.csv,15,192×179,12240,365
8,matrix_edge_247_135000.csv,16,192×179,12240,408
8,matrix_edge_247_135000.csv,17,192×179,12240,266
8,matrix_edge_247_135000.csv,18,192×179,12240,305
8,matrix_edge_247_135000.csv,19,192×179,12240,352
8,matrix_edge_247_135000.csv,20,192×179,12240,252
8,matrix_edge_247_135000.csv,21,192×179,12240,308
8,matrix_edge_247_135000.csv,22,192×179,12240,346
8,matrix_edge_247_135000.csv,23,192×179,12240,396
8,matrix_edge_247_135000.csv,24,192×179,12240,306
8,matrix_edge_247_135000.csv,25,192×179,12240,361
8,matrix_edge_118_150000.csv,5,386×145,18797,667
8,matrix_edge_118_150000.csv,6,386×145,18797,883
8,matrix_edge_118_150000.csv,7,386×145,18797,412
8,matrix_edge_118_150000.csv,8,386×145,18797,543
8,matrix_edge_118_150000.csv,9,386×145,18797,660
8,matrix_edge_118_150000.csv,10,386×145,18797,374
8,matrix_edge_118_150000.csv,11,386×145,18797,470
8,matrix_edge_118_150000.csv,12,386×145,18797,555
8,matrix_edge_118_150000.csv,13,386×145,18797,648
8,matrix_edge_118_150000.csv,14,386×145,18797,433
8,matrix_edge_118_150000.csv,15,386×145,18797,520
8,matrix_edge_118_150000.csv,16,386×145,18797,591
8,matrix_edge_118_150000.csv,17,386×145,18797,449
8,matrix_edge_118_150000.csv,18,386×145,18797,524
8,matrix_edge_118_150000.csv,19,386×145,18797,619
8,matrix_edge_118_150000.csv,20,386×145,18797,514
8,matrix_edge_118_150000.csv,21,386×145,18797,580
8,matrix_edge_118_150000.csv,22,386×145,18797,660
8,matrix_edge_118_150000.csv,23,386×145,18797,735
8,matrix_edge_118_150000.csv,24,386×145,18797,636
8,matrix_edge_118_150000.csv,25,386×145,18797,717
8,matrix_edge_206_15000.csv,5,134×217,9423,115
8,matrix_edge_206_15000.csv,6,134×217,9423,159
8,matrix_edge_206_15000.csv,7,134×217,9423,30
8,matrix_edge_206_15000.csv,8,134×217,9423,43
8,matrix_edge_206_15000.csv,9,134×217,9423,56
8,matrix_edge_206_15000.csv,10,134×217,9423,20
8,matrix_edge_206_15000.csv,11,134×217,9423,23
8,matrix_edge_206_15000.csv,12,134×217,9423,29
8,matrix_edge_206_15000.csv,13,134×217,9423,44
8,matrix_edge_206_15000.csv,14,134×217,9423,25
8,matrix_edge_206_15000.csv,15,134×217,9423,31
8,matrix_edge_206_15000.csv,16,134×217,9423,42
8,matrix_edge_206_15000.csv,17,134×217,9423,28
8,matrix_edge_206_15000.csv,18,134×217,9423,33
8,matrix_edge_206_15000.csv,19,134×217,9423,58
8,matrix_edge_206_15000.csv,20,134×217,9423,37
8,matrix_edge_206_15000.csv,21,134×217,9423,147
8,matrix_edge_206_15000.csv,22,134×217,9423,245
8,matrix_edge_206_15000.csv,23,134×217,9423,408
8,matrix_edge_206_15000.csv,24,134×217,9423,395
8,matrix_edge_206_15000.csv,25,134×217,9423,542
8,matrix_edge_174_145000.csv,5,354×258,30182,436
8,matrix_edge_174_145000.csv,6,354×258,30182,605
8,matrix_edge_174_145000.csv,7,354×258,30182,166
8,matrix_edge_174_145000.csv,8,354×258,30182,249
8,matrix_edge_174_145000.csv,9,354×258,30182,340
8,matrix_edge_174_145000.csv,10,354×258,30182,132
8,matrix_edge_174_145000.csv,11,354×258,30182,191
8,matrix_edge_174_145000.csv,12,354×258,30182,238
8,matrix_edge_174_145000.csv,13,354×258,30182,288
8,matrix_edge_174_145000.csv,14,354×258,30182,158
8,matrix_edge_174_145000.csv,15,354×258,30182,177
8,matrix_edge_174_145000.csv,16,354×258,30182,221
8,matrix_edge_174_145000.csv,17,354×258,30182,93
8,matrix_edge_174_145000.csv,18,354×258,30182,110
8,matrix_edge_174_145000.csv,19,354×258,30182,121
8,matrix_edge_174_145000.csv,20,354×258,30182,72
8,matrix_edge_174_145000.csv,21,354×258,30182,128
8,matrix_edge_174_145000.csv,22,354×258,30182,177
8,matrix_edge_174_145000.csv,23,354×258,30182,229
8,matrix_edge_174_145000.csv,24,354×258,30182,180
8,matrix_edge_174_145000.csv,25,354×258,30182,283
8,matrix_edge_27_395000.csv,5,343×164,18584,299
8,matrix_edge_27_395000.csv,6,343×164,18584,423
8,matrix_edge_27_395000.csv,7,343×164,18584,113
8,matrix_edge_27_395000.csv,8,343×164,18584,172
8,matrix_edge_27_395000.csv,9,343×164,18584,228
8,matrix_edge_27_395000.csv,10,343×164,18584,88
8,matrix_edge_27_395000.csv,11,343×164,18584,124
8,matrix_edge_27_395000.csv,12,343×164,18584,175
8,matrix_edge_27_395000.csv,13,343×164,18584,227
8,matrix_edge_27_395000.csv,14,343×164,18584,113
8,matrix_edge_27_395000.csv,15,343×164,18584,151
8,matrix_edge_27_395000.csv,16,343×164,18584,204
8,matrix_edge_27_395000.csv,17,343×164,18584,105
8,matrix_edge_27_395000.csv,18,343×164,18584,139
8,matrix_edge_27_395000.csv,19,343×164,18584,175
8,matrix_edge_27_395000.csv,20,343×164,18584,128
8,matrix_edge_27_395000.csv,21,343×164,18584,162
8,matrix_edge_27_395000.csv,22,343×164,18584,220
8,matrix_edge_27_395000.csv,23,343×164,18584,295
8,matrix_edge_27_395000.csv,24,343×164,18584,236
8,matrix_edge_27_395000.csv,25,343×164,18584,351
8,matrix_edge_101_40000.csv,5,99×189,6036,105
8,matrix_edge_101_40000.csv,6,99×189,6036,137
8,matrix_edge_101_40000.csv,7,99×189,6036,43
8,matrix_edge_101_40000.csv,8,99×189,6036,61
8,matrix_edge_101_40000.csv,9,99×189,6036,86
8,matrix_edge_101_40000.csv,10,99×189,6036,38
8,matrix_edge_101_40000.csv,11,99×189,6036,62
8,matrix_edge_101_40000.csv,12,99×189,6036,85
8,matrix_edge_101_40000.csv,13,99×189,6036,117
8,matrix_edge_101_40000.csv,14,99×189,6036,83
8,matrix_edge_101_40000.csv,15,99×189,6036,134
8,matrix_edge_101_40000.csv,16,99×189,6036,213
8,matrix_edge_101_40000.csv,17,99×189,6036,185
8,matrix_edge_101_40000.csv,18,99×189,6036,268
8,matrix_edge_101_40000.csv,19,99×189,6036,391
8,matrix_edge_101_40000.csv,20,99×189,6036,360
8,matrix_edge_101_40000.csv,21,99×189,6036,459
8,matrix_edge_101_40000.csv,22,99×189,6036,521
8,matrix_edge_101_40000.csv,23,99×189,6036,583
8,matrix_edge_101_40000.csv,24,99×189,6036,551
8,matrix_edge_101_40000.csv,25,99×189,6036,610
8,matrix_edge_261_0.csv,5,370×210,25754,490
8,matrix_edge_261_0.csv,6,370×210,25754,686
8,matrix_edge_261_0.csv,7,370×210,25754,246
8,matrix_edge_261_0.csv,8,370×210,25754,346
8,matrix_edge_261_0.csv,9,370×210,25754,440
8,matrix_edge_261_0.csv,10,370×210,25754,225
8,matrix_edge_261_0.csv,11,370×210,25754,277
8,matrix_edge_261_0.csv,12,370×210,25754,350
8,matrix_edge_261_0.csv,13,370×210,25754,431
8,matrix_edge_261_0.csv,14,370×210,25754,291
8,matrix_edge_261_0.csv,15,370×210,25754,367
8,matrix_edge_261_0.csv,16,370×210,25754,422
8,matrix_edge_261_0.csv,17,370×210,25754,323
8,matrix_edge_261_0.csv,18,370×210,25754,377
8,matrix_edge_261_0.csv,19,370×210,25754,436
8,matrix_edge_261_0.csv,20,370×210,25754,357
8,matrix_edge_261_0.csv,21,370×210,25754,409
8,matrix_edge_261_0.csv,22,370×210,25754,450
8,matrix_edge_261_0.csv,23,370×210,25754,518
8,matrix_edge_261_0.csv,24,370×210,25754,457
8,matrix_edge_261_0.csv,25,370×210,25754,503
8,matrix_edge_2_125000.csv,5,336×290,30889,291
8,matrix_edge_2_125000.csv,6,336×290,30889,404
8,matrix_edge_2_125000.csv,7,336×290,30889,149
8,matrix_edge_2_125000.csv,8,336×290,30889,218
8,matrix_edge_2_125000.csv,9,336×290,30889,275
8,matrix_edge_2_125000.csv,10,336×290,30889,146
8,matrix_edge_2_125000.csv,11,336×290,30889,188
8,matrix_edge_2_125000.csv,12,336×290,30889,228
8,matrix_edge_2_125000.csv,13,336×290,30889,268
8,matrix_edge_2_125000.csv,14,336×290,30889,187
8,matrix_edge_2_125000.csv,15,336×290,30889,227
8,matrix_edge_2_125000.csv,16,336×290,30889,283
8,matrix_edge_2_125000.csv,17,336×290,30889,205
8,matrix_edge_2_125000.csv,18,336×290,30889,268
8,matrix_edge_2_125000.csv,19,336×290,30889,302
8,matrix_edge_2_125000.csv,20,336×290,30889,244
8,matrix_edge_2_125000.csv,21,336×290,30889,338
8,matrix_edge_2_125000.csv,22,336×290,30889,377
8,matrix_edge_2_125000.csv,23,336×290,30889,492
